date,ward_id,ward_name,temp_mean_c,temp_max_c,temp_min_c,humidity_pct,wind_speed_ms,solar_radiation_kwh_m2,heat_index_c,wbgt_c,utci_c,temperature_anomaly_c,is_heatwave_day,temp_lag_1d,temp_lag_3d,temp_lag_7d,humidity_lag_1d,humidity_lag_3d,humidity_lag_7d
2016-06-11,0,Mumbai Citywide,28.85,30.64,27.57,82.83,3.56,4.9174,34.92694604600537,(27.36291086861158+0j),(32.81031926032335+0j),0.21218055555555893,0,30.25,30.79,31.41,73.96,71.98,66.81
2016-06-12,0,Mumbai Citywide,28.91,31.38,27.39,83.46,4.01,6.1754,35.24261948139096,(27.52173748929397+0j),(32.825718995617734+0j),0.27218055555555765,0,28.85,30.01,30.18,82.83,74.69,75.22
2016-06-13,0,Mumbai Citywide,29.43,32.76,27.27,79.3,4.05,6.4553,35.79358727716189,(27.60632605243531+0j),(33.33696751035403+0j),0.7921805555555572,0,28.91,30.25,29.85,83.46,73.96,73.88
2016-06-14,0,Mumbai Citywide,29.86,34.12,27.07,74.04,4.19,5.9198,35.67678903499502,(27.43947029624254+0j),(33.59406811797509+0j),1.222180555555557,0,29.43,28.85,30.66,79.3,82.83,71.24
2016-06-15,0,Mumbai Citywide,29.98,33.91,27.05,71.89,4.84,6.3194,35.45158702655672,(27.318564802288577+0j),(33.46308543767227+0j),1.342180555555558,0,29.86,28.91,30.79,74.04,83.46,71.98
2016-06-16,0,Mumbai Citywide,30.1,34.55,27.05,70.37,4.31,6.407,35.37473652630405,(27.28554036784769+0j),(33.66620366476875+0j),1.462180555555559,0,29.98,29.43,30.01,71.89,79.3,74.69
2016-06-17,0,Mumbai Citywide,29.77,34.04,26.64,71.49,3.74,6.1013,34.8292948804652,(27.099359730261227+0j),(33.41046957122536+0j),1.132180555555557,0,30.1,29.86,30.25,70.37,74.04,73.96
2016-06-18,0,Mumbai Citywide,29.78,33.96,26.88,71.97,3.95,5.4902,34.96722905803106,(27.130617542924956+0j),(33.40351167216512+0j),1.1421805555555586,0,29.77,29.98,28.85,71.49,71.89,82.83
2016-06-19,0,Mumbai Citywide,29.16,32.16,27.18,75.49,3.87,2.0292,34.19701585719722,(26.780126249569303+0j),(32.74834131248417+0j),0.5221805555555576,0,29.78,30.1,28.91,71.97,70.37,83.46
2016-06-20,0,Mumbai Citywide,27.51,30.43,26.06,82.95,2.65,3.5645,31.28138679685539,(26.032837409041846+0j),(31.030263665884313+0j),-1.127819444444441,0,29.16,29.77,29.43,75.49,71.49,79.3
2016-06-21,0,Mumbai Citywide,27.52,29.85,26.0,85.78,2.92,3.7306,31.680486522866058,(26.325988909522298+0j),(31.1234682792694+0j),-1.117819444444443,0,27.51,29.78,29.86,82.95,71.97,74.04
2016-06-22,0,Mumbai Citywide,27.7,31.37,25.61,82.59,3.46,4.877,31.71927866272467,(26.216230155911944+0j),(31.094514140020472+0j),-0.9378194444444432,0,27.52,29.16,29.98,85.78,75.49,71.89
2016-06-23,0,Mumbai Citywide,27.66,31.81,25.27,81.31,3.64,5.125,31.44138094000677,(26.05285360935516+0j),(30.922530825202376+0j),-0.9778194444444424,0,27.7,27.51,30.1,82.59,82.95,70.37
2016-06-24,0,Mumbai Citywide,27.74,30.26,25.91,84.1,3.68,4.2434,32.04066051477914,(26.375928576929955+0j),(31.179286854613295+0j),-0.8978194444444441,0,27.66,27.52,29.77,81.31,85.78,71.49
2016-06-25,0,Mumbai Citywide,26.87,29.06,25.78,89.63,3.71,1.7359,30.331191876107013,(25.968816887573826+0j),(30.120680228900557+0j),-1.7678194444444415,0,27.74,27.7,29.78,84.1,82.59,71.97
2016-06-26,0,Mumbai Citywide,27.07,29.77,25.32,87.11,4.01,3.4603,30.62318384148271,(25.980609715591793+0j),(30.231524743481916+0j),-1.5678194444444422,0,26.87,27.66,29.16,89.63,81.31,75.49
2016-06-27,0,Mumbai Citywide,27.01,29.33,25.44,88.8,3.91,3.3677,30.637651828408796,(26.08631768347146+0j),(30.246639958433573+0j),-1.627819444444441,0,27.07,27.74,27.51,87.11,84.1,82.95
2016-06-28,0,Mumbai Citywide,27.33,29.7,25.84,90.28,3.66,2.9362,31.730268387794908,(26.5360684831567+0j),(30.876202079602827+0j),-1.3078194444444442,0,27.01,26.87,27.52,88.8,89.63,85.78
2016-06-29,0,Mumbai Citywide,27.17,29.17,25.76,88.72,3.77,2.2102,31.07654890724884,(26.193705186481218+0j),(30.52392984909049+0j),-1.4678194444444408,0,27.33,27.07,27.7,90.28,87.11,82.59
2016-06-30,0,Mumbai Citywide,27.11,29.27,25.79,89.82,3.58,3.2443,31.03080445729601,(26.286747071697526+0j),(30.533074025970055+0j),-1.527819444444443,0,27.17,27.01,27.66,88.72,88.8,81.31
2016-07-01,0,Mumbai Citywide,27.17,29.15,25.77,90.08,4.34,2.9102,31.23434171788655,(26.34670529604832+0j),(30.44863672723985+0j),0.5672177419354831,0,27.11,27.33,27.74,89.82,90.28,84.1
2016-07-02,0,Mumbai Citywide,26.86,28.07,25.96,92.15,5.06,1.0738,30.545778344993852,(26.172656954833656+0j),(29.88757733286825+0j),0.25721774193548086,0,27.17,27.17,26.87,90.08,88.72,89.63
2016-07-03,0,Mumbai Citywide,26.87,28.75,25.76,91.76,4.85,1.925,30.537206418030134,(26.174265772748257+0j),(29.937095470702328+0j),0.2672177419354824,0,26.86,27.11,27.07,92.15,89.82,87.11
2016-07-04,0,Mumbai Citywide,27.06,29.02,25.77,90.83,4.41,4.3356,30.99797729627144,(26.361722466067246+0j),(30.297562543565835+0j),0.45721774193548015,0,26.87,27.17,27.01,91.76,90.08,88.8
2016-07-05,0,Mumbai Citywide,26.83,28.31,25.64,91.3,3.76,3.8969,30.376441984688995,(26.176869682738616+0j),(30.12552094881878+0j),0.22721774193547972,0,27.06,26.86,27.33,90.83,92.15,90.28
2016-07-06,0,Mumbai Citywide,26.88,28.97,25.7,90.52,3.74,4.0219,30.44525323106414,(26.155423511643303+0j),(30.171042978036155+0j),0.27721774193548043,0,26.83,26.87,27.17,91.3,91.76,88.72
2016-07-07,0,Mumbai Citywide,27.0,29.2,25.38,88.67,3.89,3.7946,30.59644040790997,(26.08042442254576+0j),(30.22996090087001+0j),0.3972177419354814,0,26.88,27.06,27.11,90.52,90.83,89.82
2016-07-08,0,Mumbai Citywide,26.91,29.23,25.54,89.76,3.99,2.8066,30.455785042899088,(26.05912200180347+0j),(30.11866192003866+0j),0.30721774193548157,0,27.0,26.83,27.17,88.67,91.3,90.08
2016-07-09,0,Mumbai Citywide,26.62,27.89,25.64,90.8,4.77,2.538,26.62,(25.854296527841992+0j),(29.523590873318398+0j),0.017217741935482422,0,26.91,26.88,26.86,89.76,90.52,92.15
2016-07-10,0,Mumbai Citywide,26.52,27.6,25.78,92.01,5.11,2.003,26.52,(25.851801349907213+0j),(29.338527286741492+0j),-0.082782258064519,0,26.62,27.0,26.87,90.8,88.67,91.76
2016-07-11,0,Mumbai Citywide,26.45,27.56,25.7,92.24,4.78,1.747,26.45,(25.79855045116042+0j),(29.32230108333677+0j),-0.15278225806451928,0,26.52,26.91,27.06,92.01,89.76,90.83
2016-07-12,0,Mumbai Citywide,26.34,28.03,25.3,91.38,4.29,3.3703,26.34,(25.668944795843522+0j),(29.23501968652064+0j),-0.2627822580645187,0,26.45,26.62,26.83,92.24,90.8,91.3
2016-07-13,0,Mumbai Citywide,26.56,28.89,25.04,90.36,4.4,4.5871,26.56,(25.829745927474434+0j),(29.50290048475009+0j),-0.04278225806451985,0,26.34,26.52,26.88,91.38,92.01,90.52
2016-07-14,0,Mumbai Citywide,26.51,29.08,24.77,90.39,3.76,3.2525,26.51,(25.745765881660635+0j),(29.586838927758176+0j),-0.09278225806451701,0,26.56,26.45,27.0,90.36,92.24,88.67
2016-07-15,0,Mumbai Citywide,26.43,28.88,24.58,90.54,3.31,4.6433,26.43,(25.747921443137248+0j),(29.582186395209334+0j),-0.17278225806451886,0,26.51,26.34,26.91,90.39,91.38,89.76
2016-07-16,0,Mumbai Citywide,26.34,28.78,24.55,90.43,3.85,4.3733,26.34,(25.623073200704155+0j),(29.30284116640267+0j),-0.2627822580645187,0,26.43,26.56,26.62,90.54,90.36,90.8
2016-07-17,0,Mumbai Citywide,26.34,28.53,24.64,89.97,3.29,4.7083,26.34,(25.606748018241802+0j),(29.42242211467325+0j),-0.2627822580645187,0,26.34,26.51,26.52,90.43,90.39,92.01
2016-07-18,0,Mumbai Citywide,26.17,28.31,24.69,90.62,3.71,2.6158,26.17,(25.407180918225116+0j),(29.082765152111858+0j),-0.43278225806451687,0,26.34,26.43,26.45,89.97,90.54,92.24
2016-07-19,0,Mumbai Citywide,25.91,27.63,24.7,91.23,3.62,1.6404,25.91,(25.170781872885605+0j),(28.727739717158364+0j),-0.6927822580645184,0,26.17,26.34,26.34,90.62,90.43,91.38
2016-07-20,0,Mumbai Citywide,25.82,27.84,24.55,91.87,3.28,3.3619,25.82,(25.218741041471755+0j),(28.69930103321244+0j),-0.7827822580645183,0,25.91,26.34,26.56,91.23,89.97,90.36
2016-07-21,0,Mumbai Citywide,25.57,27.4,24.6,92.45,2.99,3.0029,25.57,(25.016798472147627+0j),(28.405437964440104+0j),-1.0327822580645183,0,25.82,26.17,26.51,91.87,90.62,90.39
2016-07-22,0,Mumbai Citywide,25.8,27.91,24.67,91.7,3.6,3.5232,25.8,(25.182504855076985+0j),(28.581155566102858+0j),-0.8027822580645179,0,25.57,25.91,26.43,92.45,91.23,90.54
2016-07-23,0,Mumbai Citywide,25.86,27.86,24.44,91.92,2.97,4.4424,25.86,(25.31780988378957+0j),(28.841181952884863+0j),-0.7427822580645191,0,25.8,25.82,26.34,91.7,91.87,90.43
2016-07-24,0,Mumbai Citywide,26.02,28.46,24.27,91.08,2.63,4.805,26.02,(25.423662592281115+0j),(29.139785093749634+0j),-0.582782258064519,0,25.86,25.57,26.34,91.92,92.45,89.97
2016-07-25,0,Mumbai Citywide,26.02,28.57,24.3,90.75,2.27,2.9398,26.02,(25.31372914179822+0j),(29.21577455562388+0j),-0.582782258064519,0,26.02,25.8,26.17,91.08,91.7,90.62
2016-07-26,0,Mumbai Citywide,26.04,28.76,24.23,90.47,2.04,2.0618,26.04,(25.267350946069648+0j),(29.292370996955096+0j),-0.5627822580645194,0,26.02,25.86,25.91,90.75,91.92,91.23
2016-07-27,0,Mumbai Citywide,25.68,27.7,24.03,91.14,2.08,2.2536,25.68,(24.984213400683345+0j),(28.751737884454116+0j),-0.9227822580645189,0,26.04,26.02,25.82,90.47,91.08,91.87
2016-07-28,0,Mumbai Citywide,25.68,27.71,24.13,92.43,2.68,2.5982,25.68,(25.112267406723003+0j),(28.6538585876875+0j),-0.9227822580645189,0,25.68,26.02,25.57,91.14,90.75,92.45
2016-07-29,0,Mumbai Citywide,25.55,26.99,24.1,91.31,3.12,2.3642,25.55,(24.857734854662827+0j),(28.296552552244+0j),-1.0527822580645179,0,25.68,26.04,25.8,92.43,90.47,91.7
2016-07-30,0,Mumbai Citywide,25.76,27.47,24.4,92.2,3.35,2.5901,25.76,(25.157304208510805+0j),(28.601836496928453+0j),-0.842782258064517,0,25.55,25.68,25.86,91.31,91.14,91.92
2016-07-31,0,Mumbai Citywide,25.66,26.77,24.86,93.82,4.11,1.2535,25.66,(25.15219960795067+0j),(28.321153818425017+0j),-0.9427822580645184,0,25.76,25.68,26.02,92.2,92.43,91.08
2016-08-01,0,Mumbai Citywide,25.59,26.54,24.89,94.24,5.04,1.7222,25.59,(25.132980484257807+0j),(27.995541846827184+0j),-0.47454301075269,0,25.66,25.55,26.02,93.82,91.31,90.75
2016-08-02,0,Mumbai Citywide,25.48,26.54,24.8,93.28,5.37,1.08,25.48,(24.90916796844447+0j),(27.702471460430328+0j),-0.5845430107526894,0,25.59,25.76,26.04,94.24,92.2,90.47
2016-08-03,0,Mumbai Citywide,25.65,26.87,24.73,93.44,4.86,2.6794,25.65,(25.149955546262493+0j),(28.102665772950367+0j),-0.4145430107526913,0,25.48,25.66,25.68,93.28,93.82,91.14
2016-08-04,0,Mumbai Citywide,25.93,27.53,24.78,92.26,4.76,5.1821,25.93,(25.40210333350019+0j),(28.51699329025853+0j),-0.13454301075269015,0,25.65,25.59,25.68,93.44,94.24,92.43
2016-08-05,0,Mumbai Citywide,25.92,27.02,25.19,93.81,5.19,1.6735,25.92,(25.417858078198712+0j),(28.458801678044605+0j),-0.14454301075268816,0,25.93,25.48,25.55,92.26,93.28,91.31
2016-08-06,0,Mumbai Citywide,25.96,27.56,24.9,92.0,5.01,3.5527,25.96,(25.347286064692927+0j),(28.490345833823095+0j),-0.10454301075268901,0,25.92,25.65,25.76,93.81,93.44,92.2
2016-08-07,0,Mumbai Citywide,25.78,27.24,24.72,91.23,4.73,4.8725,25.78,(25.144211117470125+0j),(28.248250124158368+0j),-0.28454301075268873,0,25.96,25.93,25.66,92.0,92.26,93.82
2016-08-08,0,Mumbai Citywide,26.03,27.92,24.68,90.55,4.85,3.2242,26.03,(25.268031508096293+0j),(28.577780395754196+0j),-0.03454301075268873,0,25.78,25.92,25.59,91.23,93.81,94.24
2016-08-09,0,Mumbai Citywide,25.95,27.73,24.79,91.25,4.67,3.2556,25.95,(25.259831209264355+0j),(28.52823107114662+0j),-0.11454301075269058,0,26.03,25.96,25.48,90.55,92.0,93.28
2016-08-10,0,Mumbai Citywide,26.01,27.86,24.83,90.32,4.74,2.9215,26.01,(25.217093682307205+0j),(28.56453810571231+0j),-0.0545430107526883,0,25.95,25.78,25.65,91.25,91.23,93.44
2016-08-11,0,Mumbai Citywide,25.78,27.34,24.59,91.37,3.79,4.0802,25.78,(25.148916643755573+0j),(28.488990737021187+0j),-0.28454301075268873,0,26.01,26.03,25.93,90.32,90.55,92.26
2016-08-12,0,Mumbai Citywide,25.99,28.28,24.35,91.22,3.54,4.4556,25.99,(25.3636726285689+0j),(28.871618224110534+0j),-0.07454301075269143,0,25.78,25.95,25.92,91.37,91.25,93.81
2016-08-13,0,Mumbai Citywide,26.01,28.4,24.46,89.93,3.66,5.0016,26.01,(25.27757131330898+0j),(28.818007893003525+0j),-0.0545430107526883,0,25.99,26.01,25.96,91.22,90.32,92.0
2016-08-14,0,Mumbai Citywide,25.73,27.94,24.22,89.24,3.76,4.7566,25.73,(24.921781355829825+0j),(28.332094723014436+0j),-0.33454301075268944,0,26.01,25.78,25.78,89.93,91.37,91.23
2016-08-15,0,Mumbai Citywide,25.75,28.04,24.19,89.55,4.06,4.2869,25.75,(24.94617600618583+0j),(28.300575642118133+0j),-0.31454301075268987,0,25.73,25.99,26.03,89.24,91.22,90.55
2016-08-16,0,Mumbai Citywide,25.78,28.31,24.15,89.77,3.94,4.5062,25.78,(25.0080488207206+0j),(28.38589894740822+0j),-0.28454301075268873,0,25.75,26.01,25.95,89.55,89.93,91.25
2016-08-17,0,Mumbai Citywide,26.0,28.77,24.18,88.82,3.8,4.0562,26.0,(25.119672223881565+0j),(28.720579941030735+0j),-0.06454301075268987,0,25.78,25.73,26.01,89.77,89.24,90.32
2016-08-18,0,Mumbai Citywide,25.91,28.84,23.86,88.27,3.17,5.3873,25.91,(25.049813007204353+0j),(28.716591054076066+0j),-0.15454301075268972,0,26.0,25.75,25.78,88.82,89.55,91.37
2016-08-19,0,Mumbai Citywide,25.95,29.04,23.41,87.9,2.63,5.3731,25.95,(25.073659876241873+0j),(28.89748523536102+0j),-0.11454301075269058,0,25.91,25.78,25.99,88.27,89.77,91.22
2016-08-20,0,Mumbai Citywide,25.56,28.06,23.79,91.07,2.88,4.925,25.56,(24.963089946183196+0j),(28.362574857179037+0j),-0.5045430107526911,0,25.95,26.0,26.01,87.9,88.82,89.93
2016-08-21,0,Mumbai Citywide,26.21,29.1,24.42,89.47,3.6,4.8518,26.21,(25.426559999108292+0j),(29.122129865624302+0j),0.14545698924731099,0,25.56,25.91,25.73,91.07,88.27,89.24
2016-08-22,0,Mumbai Citywide,26.2,28.91,24.2,89.3,3.4,3.7087,26.2,(25.3588020488431+0j),(29.149299151964723+0j),0.13545698924730942,0,26.21,25.95,25.75,89.47,87.9,89.55
2016-08-23,0,Mumbai Citywide,26.2,28.59,24.52,90.69,3.04,3.7862,26.2,(25.505530494955213+0j),(29.299815231392653+0j),0.13545698924730942,0,26.2,25.56,25.78,89.3,91.07,89.77
2016-08-24,0,Mumbai Citywide,26.28,29.07,24.29,89.73,3.07,3.936,26.28,(25.497368684761266+0j),(29.374090131817724+0j),0.21545698924731127,0,26.2,26.21,26.0,90.69,89.47,88.82
2016-08-25,0,Mumbai Citywide,26.0,29.24,23.69,86.71,2.27,5.7994,26.0,(25.044826460176793+0j),(29.01384131615285+0j),-0.06454301075268987,0,26.28,26.2,25.91,89.73,89.3,88.27
2016-08-26,0,Mumbai Citywide,25.72,28.63,23.65,90.43,2.26,2.0429,25.72,(24.94149458077651+0j),(28.740016904402665+0j),-0.344543010752691,0,26.0,26.2,25.95,86.71,90.69,87.9
2016-08-27,0,Mumbai Citywide,25.59,28.08,24.18,91.89,2.48,2.4072,25.59,(24.96618972844181+0j),(28.54183849781119+0j),-0.47454301075269,0,25.72,26.28,25.56,90.43,89.73,91.07
2016-08-28,0,Mumbai Citywide,25.94,28.48,24.08,91.72,2.69,3.3922,25.94,(25.338629543897113+0j),(29.02742184380156+0j),-0.12454301075268859,0,25.59,26.0,26.21,91.89,86.71,89.47
2016-08-29,0,Mumbai Citywide,26.07,28.81,24.11,91.38,2.5,5.251,26.07,(25.52841817361591+0j),(29.26275700452064+0j),0.005456989247310418,0,25.94,25.72,26.2,91.72,90.43,89.3
2016-08-30,0,Mumbai Citywide,26.0,28.61,24.34,91.27,2.24,3.7913,26.0,(25.387301912375676+0j),(29.214272231324255+0j),-0.06454301075268987,0,26.07,25.59,26.2,91.38,91.89,90.69
2016-08-31,0,Mumbai Citywide,25.73,28.28,23.85,90.21,2.08,5.6731,25.73,(25.119905610045734+0j),(28.79155462029229+0j),-0.33454301075268944,0,26.0,25.94,26.28,91.27,91.72,89.73
2016-09-01,0,Mumbai Citywide,25.81,28.47,23.81,90.11,2.56,5.843,25.81,(25.173764902491474+0j),(28.79124343429147+0j),-0.40129166666666904,0,25.73,26.07,26.0,90.21,91.38,86.71
2016-09-02,0,Mumbai Citywide,25.56,28.21,23.64,90.23,2.23,5.1307,25.56,(24.918619693433207+0j),(28.491760019407703+0j),-0.651291666666669,0,25.81,26.0,25.72,90.11,91.27,90.43
2016-09-03,0,Mumbai Citywide,25.24,27.89,23.34,89.49,2.28,5.2994,25.24,(24.53736808929075+0j),(27.956093508342402+0j),-0.9712916666666693,0,25.56,25.73,25.59,90.23,90.21,91.89
2016-09-04,0,Mumbai Citywide,25.31,28.34,23.15,87.22,2.39,5.9623,25.31,(24.416614039443523+0j),(27.95010184578473+0j),-0.901291666666669,0,25.24,25.81,25.94,89.49,90.11,91.72
2016-09-05,0,Mumbai Citywide,25.16,28.32,23.04,86.76,2.37,6.2808,25.16,(24.241462257349383+0j),(27.708583396109248+0j),-1.0512916666666676,0,25.31,25.56,26.07,87.22,90.23,91.38
2016-09-06,0,Mumbai Citywide,25.17,28.27,22.79,87.5,2.43,6.2172,25.17,(24.315756210023853+0j),(27.73641219986134+0j),-1.041291666666666,0,25.16,25.24,26.0,86.76,89.49,91.27
2016-09-07,0,Mumbai Citywide,25.11,28.39,22.6,87.38,2.33,4.1374,25.11,(24.14846795087185+0j),(27.665118313445586+0j),-1.1012916666666683,0,25.17,25.31,25.73,87.5,87.22,90.21
2016-09-08,0,Mumbai Citywide,25.11,28.54,22.56,87.76,1.96,4.6783,25.11,(24.22728580848479+0j),(27.77163586624821+0j),-1.1012916666666683,0,25.11,25.16,25.81,87.38,86.76,90.11
2016-09-09,0,Mumbai Citywide,25.3,28.61,22.61,87.48,1.7,4.919,25.3,(24.413749524792237+0j),(28.11719763936996+0j),-0.911291666666667,0,25.11,25.17,25.56,87.76,87.5,90.23
2016-09-10,0,Mumbai Citywide,25.39,28.26,23.11,87.74,1.53,5.3002,25.39,(24.55861130498849+0j),(28.30752095606815+0j),-0.8212916666666672,0,25.3,25.11,25.24,87.48,87.38,89.49
2016-09-11,0,Mumbai Citywide,25.54,28.61,23.39,87.67,1.69,5.3172,25.54,(24.691042072608134+0j),(28.49464321161339+0j),-0.6712916666666686,0,25.39,25.11,25.31,87.74,87.76,87.22
2016-09-12,0,Mumbai Citywide,25.87,29.41,23.03,85.33,1.33,6.143,25.87,(24.861615765004778+0j),(28.993175286816204+0j),-0.34129166666666677,0,25.54,25.3,25.16,87.67,87.48,86.76
2016-09-13,0,Mumbai Citywide,26.48,30.28,23.75,83.2,1.05,5.6638,26.48,(25.244156430721144+0j),(29.89293763395581+0j),0.26870833333333266,0,25.87,25.39,25.17,85.33,87.74,87.5
2016-09-14,0,Mumbai Citywide,26.33,29.74,24.02,85.54,1.4,5.6477,26.33,(25.299210977941442+0j),(29.68322931838389+0j),0.11870833333333053,0,26.48,25.54,25.11,83.2,87.67,87.38
2016-09-15,0,Mumbai Citywide,25.84,28.52,24.04,91.38,2.28,1.2641,25.84,(25.112826443293077+0j),(28.96018138652064+0j),-0.3712916666666679,0,26.33,25.87,25.11,85.54,85.33,87.76
2016-09-16,0,Mumbai Citywide,25.92,27.28,24.98,94.27,3.16,2.0134,25.92,(25.49362760837142+0j),(28.98557075114825+0j),-0.29129166666666606,0,25.84,26.48,25.3,91.38,83.2,87.48
2016-09-17,0,Mumbai Citywide,25.93,26.7,25.36,95.26,3.1,1.8454,25.93,(25.59217329467095+0j),(29.057832488361694+0j),-0.28129166666666805,0,25.92,26.33,25.39,94.27,85.54,87.74
2016-09-18,0,Mumbai Citywide,25.77,27.07,24.79,93.56,3.75,1.6421,25.77,(25.254416133305874+0j),(28.57314410122226+0j),-0.4412916666666682,0,25.93,25.84,25.54,95.26,91.38,87.67
2016-09-19,0,Mumbai Citywide,25.42,27.4,24.17,91.17,3.54,2.7252,25.42,(24.723824352892034+0j),(27.984065255338937+0j),-0.7912916666666661,0,25.77,25.92,25.87,93.56,94.27,85.33
2016-09-20,0,Mumbai Citywide,25.56,27.59,24.12,90.91,3.76,1.7422,25.56,(24.79581338722814+0j),(28.13622846484478+0j),-0.651291666666669,0,25.42,25.93,26.48,91.17,95.26,83.2
2016-09-21,0,Mumbai Citywide,25.54,27.65,24.23,92.51,3.11,1.8874,25.54,(24.942182965237784+0j),(28.330976587506857+0j),-0.6712916666666686,0,25.56,25.77,26.33,90.91,93.56,85.54
2016-09-22,0,Mumbai Citywide,25.78,27.48,24.92,93.15,3.63,2.2666,25.78,(25.251078792193848+0j),(28.602000569769555+0j),-0.43129166666666663,0,25.54,25.42,25.84,92.51,91.17,91.38
2016-09-23,0,Mumbai Citywide,25.86,27.54,24.83,94.52,2.84,2.9638,25.86,(25.505056945147913+0j),(28.981620011943985+0j),-0.35129166666666833,0,25.78,25.56,25.92,93.15,90.91,94.27
2016-09-24,0,Mumbai Citywide,26.0,27.69,25.05,93.57,3.34,3.3607,26.0,(25.559767907890155+0j),(29.036686905846597+0j),-0.21129166666666777,0,25.86,25.54,25.93,94.52,92.51,95.26
2016-09-25,0,Mumbai Citywide,25.67,27.4,24.64,93.55,2.6,4.289,25.67,(25.290338800685767+0j),(28.70344952486958+0j),-0.5412916666666661,0,26.0,25.78,25.77,93.57,93.15,93.56
2016-09-26,0,Mumbai Citywide,25.68,27.92,24.1,92.1,2.8,4.4498,25.68,(25.16215589694338+0j),(28.61052334098797+0j),-0.531291666666668,0,25.67,25.86,25.42,93.55,94.52,91.17
2016-09-27,0,Mumbai Citywide,25.9,29.34,23.75,90.44,2.6,4.7011,25.9,(25.23932678390352+0j),(28.934237937580942+0j),-0.3112916666666692,0,25.68,26.0,25.56,92.1,93.57,90.91
2016-09-28,0,Mumbai Citywide,25.91,29.69,23.25,90.83,2.48,4.8137,25.91,(25.296734150239313+0j),(28.996023728565834+0j),-0.3012916666666676,0,25.9,25.67,25.54,90.44,93.55,92.51
2016-09-29,0,Mumbai Citywide,25.58,29.12,23.18,89.79,2.34,5.676,25.58,(24.917955674599362+0j),(28.47771357809049+0j),-0.6312916666666695,0,25.91,25.68,25.78,90.83,92.1,93.15
2016-09-30,0,Mumbai Citywide,24.93,28.79,22.26,89.59,2.1,5.5654,24.93,(24.262660562937207+0j),(27.526282362977035+0j),-1.281291666666668,0,25.58,25.9,25.86,89.79,90.44,94.52
2016-10-01,0,Mumbai Citywide,24.69,27.04,22.56,90.94,2.23,1.794,24.69,(23.957846260470955+0j),(27.16967334204773+0j),-1.5183333333333309,0,24.93,25.91,26.0,89.59,90.83,93.57
2016-10-02,0,Mumbai Citywide,25.07,27.72,23.08,91.98,2.2,1.8034,25.07,(24.4341104582504+0j),(27.80510016185304+0j),-1.1383333333333319,0,24.69,25.58,25.67,90.94,89.79,93.55
2016-10-03,0,Mumbai Citywide,25.79,28.52,23.98,92.81,2.33,1.926,25.79,(25.2324569315982+0j),(28.928685295283536+0j),-0.418333333333333,0,25.07,24.93,25.68,91.98,89.59,92.1
2016-10-04,0,Mumbai Citywide,25.67,27.5,24.35,92.38,3.29,1.1897,25.67,(25.027418335926562+0j),(28.483730539779273+0j),-0.5383333333333304,0,25.79,24.69,25.9,92.81,90.94,90.44
2016-10-05,0,Mumbai Citywide,25.33,27.86,23.47,90.46,3.05,3.3185,25.33,(24.60113563804683+0j),(27.93958981785727+0j),-0.8783333333333339,0,25.67,25.07,25.91,92.38,91.98,90.83
2016-10-06,0,Mumbai Citywide,25.14,28.08,22.91,91.03,2.74,3.9156,25.14,(24.50187768146745+0j),(27.743916345891737+0j),-1.0683333333333316,0,25.33,25.79,25.58,90.46,92.81,89.79
2016-10-07,0,Mumbai Citywide,25.65,29.08,23.25,90.81,2.16,5.1466,25.65,(25.067428786576013+0j),(28.67187164176521+0j),-0.5583333333333336,0,25.14,25.67,24.93,91.03,92.38,89.59
2016-10-08,0,Mumbai Citywide,25.96,29.67,23.32,89.82,1.87,5.6371,25.96,(25.319752831405406+0j),(29.183585515970055+0j),-0.2483333333333313,0,25.65,25.33,24.69,90.81,90.46,90.94
2016-10-09,0,Mumbai Citywide,26.54,30.83,23.54,87.57,1.26,5.4319,26.54,(25.70133865579118+0j),(30.129743204836284+0j),0.331666666666667,0,25.96,25.14,25.07,89.82,91.03,91.98
2016-10-10,0,Mumbai Citywide,26.21,30.39,23.25,88.42,1.67,5.3153,26.21,(25.42536027894524+0j),(29.55886707186317+0j),0.0016666666666687036,0,26.54,25.65,25.79,87.57,90.81,92.81
2016-10-11,0,Mumbai Citywide,26.12,30.43,23.16,87.87,1.41,5.6542,26.12,(25.319204252994567+0j),(29.46189854891195+0j),-0.08833333333333115,0,26.21,25.96,25.67,88.42,89.82,92.38
2016-10-12,0,Mumbai Citywide,25.35,29.87,21.99,87.83,1.59,5.8764,25.35,(24.55662143380984+0j),(28.23466900203336+0j),-0.8583333333333307,0,26.12,26.54,25.33,87.87,87.57,90.46
2016-10-13,0,Mumbai Citywide,24.6,30.5,19.96,82.71,1.49,6.0655,24.6,(23.349567798827543+0j),(26.936965121623977+0j),-1.6083333333333307,0,25.35,26.21,25.14,87.83,88.42,91.03
2016-10-14,0,Mumbai Citywide,25.43,31.86,20.26,77.75,1.51,6.0598,25.43,(23.677140018155608+0j),(27.986572211291577+0j),-0.7783333333333324,0,24.6,26.12,25.65,82.71,87.87,90.81
2016-10-15,0,Mumbai Citywide,26.07,31.75,20.96,73.23,1.44,5.845,26.07,(23.83994299126907+0j),(28.753818164342903+0j),-0.13833333333333186,0,25.43,25.35,25.96,77.75,87.83,89.82
